2022-09-16 20:29:12,801 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-09-16 20:29:12,817 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-09-16 20:29:12,817 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-09-16 20:29:12,818 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-09-16 20:29:12,819 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-09-16 20:29:12,819 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-09-16 20:29:12,819 INFO  SwAddin.cs: 201 - Setting up command manager
2022-09-16 20:29:12,820 INFO  SwAddin.cs: 204 - Adding command manager
2022-09-16 20:29:12,821 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-09-16 20:29:12,822 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-09-16 20:29:12,822 INFO  SwAddin.cs: 210 - Adding event handlers
2022-09-16 20:29:12,824 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-09-16 20:29:28,321 INFO  SwAddin.cs: 294 - Assembly export called for file neck_3DOF
2022-09-16 20:29:28,322 INFO  SwAddin.cs: 299 - Save is required
2022-09-16 20:29:28,322 INFO  SwAddin.cs: 313 - Saving assembly
2022-09-16 20:29:29,216 INFO  SwAddin.cs: 316 - Opening property manager
2022-09-16 20:29:29,225 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from neck_3DOF
2022-09-16 20:29:29,227 INFO  ExportHelperExtension.cs: 1136 - Found 95 in neck_3DOF
2022-09-16 20:29:29,227 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in neck_3DOF
2022-09-16 20:29:29,228 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-16 20:29:29,229 INFO  ExportHelperExtension.cs: 1160 - 20 components to check
2022-09-16 20:29:29,230 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from bearings-1
2022-09-16 20:29:29,230 INFO  ExportHelperExtension.cs: 1136 - Found 25 in bearings-1
2022-09-16 20:29:29,230 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in bearings-1
2022-09-16 20:29:29,230 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FrontHub-2
2022-09-16 20:29:29,231 INFO  ExportHelperExtension.cs: 1136 - Found 33 in FrontHub-2
2022-09-16 20:29:29,231 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in FrontHub-2
2022-09-16 20:29:29,231 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor_module-1
2022-09-16 20:29:29,231 INFO  ExportHelperExtension.cs: 1136 - Found 38 in motor_module-1
2022-09-16 20:29:29,232 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor_module-1
2022-09-16 20:29:29,232 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor_brackets-1
2022-09-16 20:29:29,233 INFO  ExportHelperExtension.cs: 1136 - Found 51 in motor_brackets-1
2022-09-16 20:29:29,233 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor_brackets-1
2022-09-16 20:29:29,233 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from LX-224 Servo-2
2022-09-16 20:29:29,234 INFO  ExportHelperExtension.cs: 1136 - Found 64 in LX-224 Servo-2
2022-09-16 20:29:29,234 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in LX-224 Servo-2
2022-09-16 20:29:29,234 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from LX-224 Servo-3
2022-09-16 20:29:29,234 INFO  ExportHelperExtension.cs: 1136 - Found 64 in LX-224 Servo-3
2022-09-16 20:29:29,235 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in LX-224 Servo-3
2022-09-16 20:29:29,235 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BackHub-1
2022-09-16 20:29:29,235 INFO  ExportHelperExtension.cs: 1136 - Found 31 in BackHub-1
2022-09-16 20:29:29,235 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BackHub-1
